Annual precipitation,Temperature Change on Land,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Category Two Defects,Altitude,Processing Method_Natural / Dry,Processing Method_Other,Processing Method_Pulped natural / honey,Processing Method_Semi-washed / Semi-pulped,Processing Method_Washed / Wet,Processing Method_Anaerobico 1000h,Processing Method_intrinsic cherry,Processing Method_Double Anaerobic Washed,Processing Method_Fermented in barrels with figs 4days,Processing Method_Double Carbonic Maceration / Natural,Total Yield
3333.516,0.824,7.67,7.67,7.42,7.75,7.5,7.75,10.0,10.0,10.0,7.652364341085271,83.33,0.135,0,0.0481927710843373,0,1100.0,0,0,0,0,1,0,0,0,0,0,40000.0
3333.516,0.824,7.58,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.652364341085271,82.92,0.115,0,0.0481927710843373,3,1350.0,0,0,0,0,1,0,0,0,0,0,40000.0
3333.516,0.824,7.58,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.652364341085271,82.92,0.115,0,0.0481927710843373,3,1350.0,0,0,0,0,1,0,0,0,0,0,40000.0
3333.516,0.824,7.42,7.25,7.25,7.42,7.17,7.33,10.0,10.0,10.0,7.652364341085271,81.17,0.114,0,0.0481927710843373,2,1550.0,0,0,0,0,1,0,0,0,0,0,40000.0
3333.516,0.824,7.42,7.25,7.25,7.42,7.17,7.33,10.0,10.0,10.0,7.652364341085271,81.17,0.114,0,0.0481927710843373,2,1550.0,0,0,0,0,1,0,0,0,0,0,40000.0
3258.771,0.671,8.33,8.33,8.08,8.25,7.92,7.92,10.0,10.0,10.0,7.652364341085271,87.08,0.116,0,0.0481927710843373,2,1975.0,0,0,1,0,0,0,0,0,0,0,27708.33
3258.771,0.671,8.33,8.33,8.08,8.25,7.92,7.92,10.0,10.0,10.0,7.652364341085271,87.08,0.116,0,0.0481927710843373,2,1975.0,0,0,1,0,0,0,0,0,0,0,27708.33
3258.771,0.671,8.08,8.0,7.83,8.17,7.75,7.83,10.0,10.0,10.0,7.652364341085271,85.67,0.113,0,0.0481927710843373,2,1350.0,0,0,0,0,0,0,0,0,0,0,27708.33
3258.771,0.671,8.08,8.0,7.83,8.17,7.75,7.83,10.0,10.0,10.0,7.652364341085271,85.67,0.113,0,0.0481927710843373,2,1350.0,0,0,0,0,0,0,0,0,0,0,27708.33
3258.771,0.671,7.67,7.83,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.652364341085271,84.0,0.133,0,0.0481927710843373,3,1550.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.67,7.83,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.652364341085271,84.0,0.133,0,0.0481927710843373,3,1550.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.67,7.92,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.652364341085271,83.75,0.106,0,0.0481927710843373,1,1800.0,0,0,1,0,0,0,0,0,0,0,27708.33
3258.771,0.671,7.67,7.92,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.652364341085271,83.75,0.106,0,0.0481927710843373,1,1800.0,0,0,1,0,0,0,0,0,0,0,27708.33
3258.771,0.671,7.83,7.75,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.652364341085271,83.67,0.124,1,0.0481927710843373,9,1300.0,0,0,0,0,0,0,0,0,0,0,27708.33
3258.771,0.671,7.83,7.75,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.652364341085271,83.67,0.124,1,0.0481927710843373,9,1300.0,0,0,0,0,0,0,0,0,0,0,27708.33
3258.771,0.671,7.75,7.75,7.5,7.58,7.83,7.5,10.0,10.0,10.0,7.652364341085271,83.5,0.122,0,0.0481927710843373,2,1700.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.75,7.75,7.5,7.58,7.83,7.5,10.0,10.0,10.0,7.652364341085271,83.5,0.122,0,0.0481927710843373,2,1700.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.67,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.652364341085271,83.25,0.109,0,0.0481927710843373,2,1390.0,0,0,0,0,0,1,0,0,0,0,27708.33
3258.771,0.671,7.67,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.652364341085271,83.25,0.109,0,0.0481927710843373,2,1390.0,0,0,0,0,0,1,0,0,0,0,27708.33
3258.771,0.671,7.58,7.67,7.58,7.5,7.33,7.5,10.0,10.0,10.0,7.652364341085271,82.67,0.118,0,0.0481927710843373,2,1700.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.58,7.67,7.58,7.5,7.33,7.5,10.0,10.0,10.0,7.652364341085271,82.67,0.118,0,0.0481927710843373,2,1700.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.25,7.25,7.17,7.33,7.0,7.17,10.0,10.0,10.0,7.652364341085271,80.42,0.11,0,0.0481927710843373,3,1600.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.25,7.25,7.17,7.33,7.0,7.17,10.0,10.0,10.0,7.652364341085271,80.42,0.11,0,0.0481927710843373,3,1600.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.67,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.652364341085271,83.83,0.119,0,0.0481927710843373,1,1411.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.67,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.652364341085271,83.83,0.119,0,0.0481927710843373,1,1411.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.92,7.75,7.42,7.58,7.92,7.67,10.0,10.0,10.0,7.652364341085271,83.83,0.121,2,0.0481927710843373,5,1700.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,7.92,7.75,7.42,7.58,7.92,7.67,10.0,10.0,10.0,7.652364341085271,83.83,0.121,2,0.0481927710843373,5,1700.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,8.0,7.67,7.42,7.58,7.58,7.42,10.0,10.0,10.0,7.652364341085271,83.0,0.131,0,0.0481927710843373,1,1650.0,0,0,0,0,1,0,0,0,0,0,27708.33
3258.771,0.671,8.0,7.67,7.42,7.58,7.58,7.42,10.0,10.0,10.0,7.652364341085271,83.0,0.131,0,0.0481927710843373,1,1650.0,0,0,0,0,1,0,0,0,0,0,27708.33
2907.0608,1.265,7.58,8.42,7.92,7.92,8.08,7.75,10.0,10.0,10.0,8.17,85.83,0.104,0,0.0481927710843373,3,1600.0,1,0,0,0,0,0,0,0,0,0,22812.5
2907.0608,1.265,7.92,8.17,7.67,8.0,8.08,8.0,10.0,10.0,10.0,8.0,85.83,0.103,0,0.0481927710843373,0,1600.0,1,0,0,0,0,0,0,0,0,0,22812.5
2907.0608,1.265,8.0,7.83,7.83,8.0,8.08,7.67,10.0,10.0,10.0,7.92,85.33,0.112,3,0.0481927710843373,4,1800.0,0,0,0,0,1,0,0,0,0,0,22812.5
2907.0608,1.265,7.92,8.0,7.67,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.83,0.102,0,0.0481927710843373,0,1650.0,0,0,0,0,1,0,0,0,0,0,22812.5
2907.0608,1.265,8.0,7.83,7.75,7.92,7.67,7.67,10.0,10.0,10.0,7.92,84.75,0.111,0,0.0481927710843373,4,1800.0,0,0,0,0,1,0,0,0,0,0,22812.5
2874.0173,1.3,8.08,8.08,7.92,7.92,8.0,8.5,10.0,10.0,10.0,7.92,86.42,0.118,0,0.0481927710843373,2,1800.0,0,0,0,0,1,0,0,0,0,0,22812.5
3263.845758333333,1.75,8.0,7.83,7.83,7.67,7.75,8.17,10.0,10.0,10.0,8.08,85.33,0.113,0,0.0481927710843373,1,1320.0,0,0,0,0,1,0,0,0,0,0,22812.5
3080.131,1.0318999031192426,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,2,1575.0,0,0,0,1,0,0,0,0,0,0,59000.0
3080.131,1.0318999031192426,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,2,1575.0,0,0,0,1,0,0,0,0,0,0,59000.0
3170.6519,1.0318999031192426,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83,0.1,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83,0.1,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,0.0,3,1200.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,0.0,3,1200.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,0.11,0,0.0,3,1200.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,0.11,0,0.0,3,1200.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,0.11,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,0.11,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,0,0.0,4,1300.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,0,0.0,4,1300.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,0.11,0,0.0,3,1850.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,0.11,0,0.0,3,1850.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,79.75,0.1,0,0.0,4,1100.0,0,0,0,0,1,0,0,0,0,0,5071.43
3170.6519,1.0318999031192426,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,79.75,0.1,0,0.0,4,1100.0,0,0,0,0,1,0,0,0,0,0,5071.43
3259.2747,1.0318999031192426,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,8.33,87.17,0.11,0,0.0,2,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,8.33,87.17,0.11,0,0.0,2,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,2,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,2,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,0,1750.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,0,1750.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0,0.0,1,1750.0,0,1,0,0,0,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0,0.0,1,1750.0,0,1,0,0,0,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,0,0.0,4,1200.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,0,0.0,4,1200.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,0,0.0,0,1700.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,0,0.0,0,1700.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17,0.0,0,0.0,0,1850.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17,0.0,0,0.0,0,1850.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,0.12,1,0.0,2,1200.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,0.12,1,0.0,2,1200.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,81.17,0.11,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,81.17,0.11,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,0.13,0,0.0,0,1500.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,0.13,0,0.0,0,1500.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,77.92,0.12,2,0.0,4,1200.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,77.92,0.12,2,0.0,4,1200.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,71.75,0.11,0,0.0,7,1200.0,0,0,0,0,1,0,0,0,0,0,3031.25
3259.2747,1.0318999031192426,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,71.75,0.11,0,0.0,7,1200.0,0,0,0,0,1,0,0,0,0,0,3031.25
2925.3284,1.0318999031192426,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,2,1150.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,2,1150.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83,0.0,0,0.0,0,1850.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83,0.0,0,0.0,0,1850.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,0,0.0,0,1850.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,0,0.0,0,1850.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,0.1,6,1.0,3,1850.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,0.1,6,1.0,3,1850.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,0.0,0,2.0,0,1550.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,0.0,0,2.0,0,1550.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,81.17,0.11,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,81.17,0.11,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,8.42,86.33,0.0,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,4666.67
2925.3284,1.0318999031192426,8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,8.42,86.33,0.0,0,0.0,0,1300.0,0,0,0,0,1,0,0,0,0,0,4666.67
3429.5835,1.0318999031192426,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,1,1900.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,1,1900.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,0,0.0,3,1300.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,0,0.0,2,1700.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,0,0.0,2,1700.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0,0.0,4,1850.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0,0.0,4,1850.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,0,1900.0,0,0,1,0,0,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,0,1900.0,0,0,1,0,0,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75,0.09,0,0.0,1,1850.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75,0.09,0,0.0,1,1850.0,0,0,0,0,1,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,0.0,1,0.0,4,1900.0,0,0,1,0,0,0,0,0,0,0,7357.14
3429.5835,1.0318999031192426,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,0.0,1,0.0,4,1900.0,0,0,1,0,0,0,0,0,0,0,7357.14
3550.5332,1.0318999031192426,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,0,0.0,2,1200.0,0,0,0,0,1,0,0,0,0,0,49000.0
3550.5332,1.0318999031192426,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,0,0.0,2,1200.0,0,0,0,0,1,0,0,0,0,0,49000.0
3093.055,1.0318999031192426,7.42,7.42,7.42,7.33,7.58,7.33,10.0,10.0,10.0,7.670722891566265,82.0,0.105,1,0.0975609756097561,8,1500.0,0,0,0,0,1,0,0,0,0,0,42500.0
3093.055,1.0318999031192426,7.42,7.42,7.42,7.33,7.58,7.33,10.0,10.0,10.0,7.670722891566265,82.0,0.105,1,0.0975609756097561,8,1500.0,0,0,0,0,1,0,0,0,0,0,42500.0
3247.5867,1.0318999031192426,7.33,7.5,7.25,7.92,7.75,7.58,10.0,10.0,10.0,7.670722891566265,82.75,0.118,0,0.0975609756097561,1,1450.0,0,0,1,0,0,0,0,0,0,0,41500.0
3247.5867,1.0318999031192426,7.33,7.5,7.25,7.92,7.75,7.58,10.0,10.0,10.0,7.670722891566265,82.75,0.118,0,0.0975609756097561,1,1450.0,0,0,1,0,0,0,0,0,0,0,41500.0
3722.1326,1.0318999031192426,8.08,8.17,8.17,8.25,8.17,8.08,10.0,10.0,10.0,7.670722891566265,87.17,0.118,0,0.0975609756097561,0,1900.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,8.08,8.17,8.17,8.25,8.17,8.08,10.0,10.0,10.0,7.670722891566265,87.17,0.118,0,0.0975609756097561,0,1900.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.75,7.83,7.67,7.83,7.75,7.75,10.0,10.0,10.0,7.670722891566265,84.5,0.117,0,0.0975609756097561,0,1900.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.75,7.83,7.67,7.83,7.75,7.75,10.0,10.0,10.0,7.670722891566265,84.5,0.117,0,0.0975609756097561,0,1900.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.58,7.83,7.5,7.67,7.83,7.67,10.0,10.0,10.0,7.670722891566265,84.67,0.1,0,0.0975609756097561,2,1850.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.58,7.83,7.5,7.67,7.83,7.67,10.0,10.0,10.0,7.670722891566265,84.67,0.1,0,0.0975609756097561,2,1850.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.67,7.92,7.58,7.75,7.67,7.58,10.0,10.0,10.0,7.670722891566265,83.92,0.095,0,0.0975609756097561,2,1850.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.67,7.92,7.58,7.75,7.67,7.58,10.0,10.0,10.0,7.670722891566265,83.92,0.095,0,0.0975609756097561,2,1850.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.58,7.75,7.42,7.67,7.5,7.75,10.0,10.0,10.0,7.670722891566265,83.33,0.0,0,0.0975609756097561,3,1850.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.58,7.75,7.42,7.67,7.5,7.75,10.0,10.0,10.0,7.670722891566265,83.33,0.0,0,0.0975609756097561,3,1850.0,0,0,0,0,1,0,0,0,0,0,6583.33
3722.1326,1.0318999031192426,7.33,7.42,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.670722891566265,81.58,0.0969999999999999,0,0.0975609756097561,4,1200.0,0,0,0,0,1,0,0,0,0,0,6583.33
